date,state,data_type,population,elderly_population_percent,working_age_population_percent,under_30_population_percent,outdoor_worker_fraction,urban_population_percent,maximum_temperature_c,minimum_temperature_c,mean_temperature_c,relative_humidity_percent,wind_speed_mps,dew_point_c,heat_index_c,heat_index_f,wbgt_c,wbgt_category,hours_above_heat_threshold,nighttime_min_temperature_c,heatwave_day,consecutive_hot_days,temperature_anomaly_c,humidity_anomaly_percent,heat_duration_hours,consecutive_heat_days,nighttime_heat_stress,humidity_burden,outdoor_exposure_index,urban_heat_index,population_exposure_index,vulnerability_index,public_health_response_index,healthcare_access_index,heat_action_plan_index,cooling_access_index,heat_exposure_index,heat_exposure_lag_1,heat_exposure_lag_2,heat_exposure_lag_3,heat_exposure_lag_7,cumulative_heat_load_3day,cumulative_heat_load_7day,expected_heatstroke_deaths,expected_other_heat_related_deaths,expected_heat_related_deaths,heatstroke_deaths,other_heat_related_deaths,heat_related_deaths_total,heat_related_deaths_male,heat_related_deaths_female,heatstroke_deaths_male,heatstroke_deaths_female,heat_related_deaths_under_30,heat_related_deaths_30_59,heat_related_deaths_60_plus,mortality_anomaly,heat_related_mortality_rate_per_100000,heatstroke_mortality_rate_per_100000,thermal_signature
2025-10-06,Kerala,SYNTHETIC,35800000,17.0,45.0,38.0,0.28,50.0,30.48,24.96,27.72,79.9,0.78,23.93,35.74,96.32,27.99,LOW,0,25.54,False,0,0.18,-2.9,0,0,0.257,0.741,0.447,0.39,0.472,0.507,0.587,0.849,0.65,0.576,0.0498,0.0541,0.0364,0.1202,0.0466,0.1404,0.6312,0.00394,0.01147,0.01541,0,0,0,0,0,0,0,0,0,0,-0.01541,0.0,0.0,"{""max_temperature_c"": 30.48, ""mean_temperature_c"": 27.72, ""humidity_percent"": 79.9, ""wbgt_c"": 27.99, ""heat_index_c"": 35.74, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-10-06,Karnataka,SYNTHETIC,68000000,11.5,38.5,50.0,0.45,42.0,28.78,19.84,24.31,76.5,2.37,19.92,30.5,86.89,25.11,LOW,0,20.34,False,0,0.35,0.2,0,0,0.0,0.24,0.688,0.334,0.705,0.55,0.501,0.678,0.55,0.49,0.0,0.0,0.0,0.0053,0.0,0.0,0.0146,0.01068,0.03243,0.04311,0,0,0,0,0,0,0,0,0,0,-0.04311,0.0,0.0,"{""max_temperature_c"": 28.78, ""mean_temperature_c"": 24.31, ""humidity_percent"": 76.5, ""wbgt_c"": 25.11, ""heat_index_c"": 30.5, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-10-07,Tamil Nadu,SYNTHETIC,77000000,13.0,40.0,47.0,0.36,55.0,30.43,22.73,26.58,74.1,1.65,21.58,33.5,92.3,26.69,LOW,0,23.38,False,0,0.22,-4.9,0,0,0.0,0.448,0.578,0.437,0.781,0.497,0.573,0.795,0.6,0.551,0.0174,0.003,0.0433,0.0778,0.0991,0.0637,0.2185,0.01218,0.03414,0.04632,0,0,0,0,0,0,0,0,0,0,-0.04632,0.0,0.0,"{""max_temperature_c"": 30.43, ""mean_temperature_c"": 26.58, ""humidity_percent"": 74.1, ""wbgt_c"": 26.69, ""heat_index_c"": 33.5, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-10-07,Kerala,SYNTHETIC,35800000,17.0,45.0,38.0,0.28,50.0,29.94,23.94,26.94,79.0,1.7,22.99,34.05,93.29,27.16,LOW,0,24.5,False,0,-0.37,-3.8,0,0,0.083,0.623,0.43,0.37,0.468,0.508,0.605,0.851,0.65,0.571,0.0289,0.0498,0.0541,0.0364,0.0696,0.1328,0.5905,0.00381,0.0112,0.01501,0,0,0,0,0,0,0,0,0,0,-0.01501,0.0,0.0,"{""max_temperature_c"": 29.94, ""mean_temperature_c"": 26.94, ""humidity_percent"": 79.0, ""wbgt_c"": 27.16, ""heat_index_c"": 34.05, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-10-07,Karnataka,SYNTHETIC,68000000,11.5,38.5,50.0,0.45,42.0,28.63,19.84,24.23,77.3,1.12,20.01,30.37,86.67,25.31,LOW,0,20.37,False,0,0.21,0.9,0,0,0.0,0.251,0.689,0.353,0.705,0.546,0.505,0.676,0.55,0.491,0.0,0.0,0.0,0.0,0.0093,0.0,0.0053,0.01058,0.0321,0.04268,0,0,0,0,0,0,0,0,0,0,-0.04268,0.0,0.0,"{""max_temperature_c"": 28.63, ""mean_temperature_c"": 24.23, ""humidity_percent"": 77.3, ""wbgt_c"": 25.31, ""heat_index_c"": 30.37, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-10-08,Tamil Nadu,SYNTHETIC,77000000,13.0,40.0,47.0,0.36,55.0,31.11,23.37,27.24,74.4,1.4,22.29,34.95,94.91,27.46,LOW,0,24.01,False,0,0.97,-4.8,0,0,0.002,0.537,0.556,0.432,0.776,0.499,0.573,0.796,0.6,0.555,0.0365,0.0174,0.003,0.0433,0.0278,0.0569,0.2272,0.01195,0.03378,0.04573,0,0,0,0,0,0,0,0,0,0,-0.04573,0.0,0.0,"{""max_temperature_c"": 31.11, ""mean_temperature_c"": 27.24, ""humidity_percent"": 74.4, ""wbgt_c"": 27.46, ""heat_index_c"": 34.95, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-10-08,Kerala,SYNTHETIC,35800000,17.0,45.0,38.0,0.28,50.0,29.56,24.59,27.08,82.1,1.2,23.75,34.22,93.59,27.37,LOW,0,25.17,False,0,-0.74,-0.8,0,0,0.195,0.719,0.477,0.385,0.478,0.51,0.62,0.849,0.65,0.573,0.0342,0.0289,0.0498,0.0541,0.1794,0.113,0.4453,0.00397,0.01148,0.01545,0,0,0,0,0,0,0,0,0,0,-0.01545,0.0,0.0,"{""max_temperature_c"": 29.56, ""mean_temperature_c"": 27.08, ""humidity_percent"": 82.1, ""wbgt_c"": 27.37, ""heat_index_c"": 34.22, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-10-08,Karnataka,SYNTHETIC,68000000,11.5,38.5,50.0,0.45,42.0,28.44,20.64,24.54,76.0,3.59,20.02,30.16,86.29,25.02,LOW,0,21.15,False,0,0.03,-0.5,0,0,0.0,0.253,0.695,0.338,0.707,0.55,0.474,0.676,0.55,0.497,0.0,0.0,0.0,0.0,0.0,0.0,0.0053,0.01076,0.03246,0.04322,0,0,0,0,0,0,0,0,0,0,-0.04322,0.0,0.0,"{""max_temperature_c"": 28.44, ""mean_temperature_c"": 24.54, ""humidity_percent"": 76.0, ""wbgt_c"": 25.02, ""heat_index_c"": 30.16, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-10-09,Tamil Nadu,SYNTHETIC,77000000,13.0,40.0,47.0,0.36,55.0,31.01,24.13,27.57,78.7,3.02,23.53,36.04,96.87,27.76,LOW,0,24.78,False,0,0.95,-0.7,0,0,0.131,0.691,0.566,0.434,0.778,0.498,0.545,0.798,0.6,0.555,0.0441,0.0365,0.0174,0.003,0.0356,0.098,0.2357,0.01218,0.03413,0.0463,0,0,0,0,0,0,0,0,0,0,-0.0463,0.0,0.0,"{""max_temperature_c"": 31.01, ""mean_temperature_c"": 27.57, ""humidity_percent"": 78.7, ""wbgt_c"": 27.76, ""heat_index_c"": 36.04, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-10-09,Kerala,SYNTHETIC,35800000,17.0,45.0,38.0,0.28,50.0,29.41,23.85,26.63,86.7,1.42,24.23,34.45,94.01,27.42,LOW,0,24.37,False,0,-0.88,3.8,0,0,0.062,0.779,0.429,0.349,0.468,0.515,0.596,0.848,0.65,0.57,0.0354,0.0342,0.0289,0.0498,0.1216,0.0985,0.3591,0.00388,0.01147,0.01535,0,0,0,0,0,0,0,0,0,0,-0.01535,0.0,0.0,"{""max_temperature_c"": 29.41, ""mean_temperature_c"": 26.63, ""humidity_percent"": 86.7, ""wbgt_c"": 27.42, ""heat_index_c"": 34.45, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-10-09,Karnataka,SYNTHETIC,68000000,11.5,38.5,50.0,0.45,42.0,28.5,21.54,25.02,76.1,2.55,20.51,30.48,86.86,25.26,LOW,0,22.0,False,0,0.11,-0.5,0,0,0.0,0.313,0.665,0.306,0.7,0.549,0.493,0.675,0.55,0.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0053,0.01039,0.0319,0.04229,0,0,0,0,0,0,0,0,0,0,-0.04229,0.0,0.0,"{""max_temperature_c"": 28.5, ""mean_temperature_c"": 25.02, ""humidity_percent"": 76.1, ""wbgt_c"": 25.26, ""heat_index_c"": 30.48, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-10-10,Tamil Nadu,SYNTHETIC,77000000,13.0,40.0,47.0,0.36,55.0,31.07,24.88,27.97,82.6,3.37,24.73,37.51,99.51,28.47,CAUTION,0,25.56,False,0,1.08,3.1,0,0,0.26,0.842,0.544,0.456,0.774,0.503,0.589,0.8,0.6,0.557,0.0851,0.0441,0.0365,0.0174,0.0135,0.1657,0.3072,0.01219,0.03472,0.04691,0,0,0,0,0,0,0,0,0,0,-0.04691,0.0,0.0,"{""max_temperature_c"": 31.07, ""mean_temperature_c"": 27.97, ""humidity_percent"": 82.6, ""wbgt_c"": 28.47, ""heat_index_c"": 37.51, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-10-10,Kerala,SYNTHETIC,35800000,17.0,45.0,38.0,0.28,50.0,29.51,24.05,26.78,88.7,3.11,24.76,35.15,95.27,27.48,LOW,0,24.68,False,0,-0.78,5.8,0,0,0.114,0.845,0.439,0.423,0.47,0.517,0.614,0.849,0.65,0.577,0.037,0.0354,0.0342,0.0289,0.1202,0.1065,0.2758,0.00391,0.01153,0.01545,0,0,0,0,0,0,0,0,0,0,-0.01545,0.0,0.0,"{""max_temperature_c"": 29.51, ""mean_temperature_c"": 26.78, ""humidity_percent"": 88.7, ""wbgt_c"": 27.48, ""heat_index_c"": 35.15, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-10-10,Karnataka,SYNTHETIC,68000000,11.5,38.5,50.0,0.45,42.0,28.91,20.72,24.82,76.6,1.23,20.43,30.92,87.66,25.68,LOW,0,21.22,False,0,0.54,0.0,0,0,0.0,0.303,0.698,0.335,0.707,0.555,0.518,0.676,0.55,0.498,0.0,0.0,0.0,0.0,0.0053,0.0,0.0,0.01064,0.03223,0.04287,0,0,0,0,0,0,0,0,0,0,-0.04287,0.0,0.0,"{""max_temperature_c"": 28.91, ""mean_temperature_c"": 24.82, ""humidity_percent"": 76.6, ""wbgt_c"": 25.68, ""heat_index_c"": 30.92, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-10-11,Tamil Nadu,SYNTHETIC,77000000,13.0,40.0,47.0,0.36,55.0,31.02,23.25,27.14,81.8,1.88,23.75,36.3,97.34,28.03,CAUTION,0,23.89,False,0,1.1,2.1,0,0,0.0,0.719,0.505,0.425,0.766,0.495,0.587,0.8,0.6,0.558,0.0524,0.0851,0.0441,0.0365,0.0778,0.1816,0.2818,0.01143,0.03296,0.04439,0,0,0,0,0,0,0,0,0,0,-0.04439,0.0,0.0,"{""max_temperature_c"": 31.02, ""mean_temperature_c"": 27.14, ""humidity_percent"": 81.8, ""wbgt_c"": 28.03, ""heat_index_c"": 36.3, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-10-11,Kerala,SYNTHETIC,35800000,17.0,45.0,38.0,0.28,50.0,30.22,26.84,28.53,84.7,1.42,25.7,37.42,99.35,28.67,CAUTION,0,27.49,False,0,-0.06,1.7,0,0,0.582,0.962,0.448,0.431,0.472,0.516,0.57,0.851,0.65,0.579,0.1005,0.037,0.0354,0.0342,0.0364,0.1729,0.3399,0.00425,0.01249,0.01674,0,0,0,0,0,0,0,0,0,0,-0.01674,0.0,0.0,"{""max_temperature_c"": 30.22, ""mean_temperature_c"": 28.53, ""humidity_percent"": 84.7, ""wbgt_c"": 28.67, ""heat_index_c"": 37.42, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-10-11,Karnataka,SYNTHETIC,68000000,11.5,38.5,50.0,0.45,42.0,30.03,20.26,25.14,66.1,0.74,18.38,31.05,87.89,25.31,LOW,0,20.74,False,0,1.66,-10.5,0,0,0.0,0.047,0.61,0.324,0.689,0.553,0.511,0.677,0.55,0.502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00987,0.03124,0.04111,0,0,0,0,0,0,0,0,0,0,-0.04111,0.0,0.0,"{""max_temperature_c"": 30.03, ""mean_temperature_c"": 25.14, ""humidity_percent"": 66.1, ""wbgt_c"": 25.31, ""heat_index_c"": 31.05, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-10-12,Tamil Nadu,SYNTHETIC,77000000,13.0,40.0,47.0,0.36,55.0,31.65,25.12,28.38,79.1,1.43,24.42,37.94,100.29,28.73,CAUTION,0,25.76,False,0,1.8,-0.8,0,0,0.294,0.802,0.412,0.429,0.747,0.489,0.54,0.799,0.6,0.554,0.1046,0.0524,0.0851,0.0441,0.0433,0.242,0.3431,0.01106,0.03328,0.04434,0,1,1,1,0,0,0,0,0,1,0.95566,0.001299,0.0,"{""max_temperature_c"": 31.65, ""mean_temperature_c"": 28.38, ""humidity_percent"": 79.1, ""wbgt_c"": 28.73, ""heat_index_c"": 37.94, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-10-12,Kerala,SYNTHETIC,35800000,17.0,45.0,38.0,0.28,50.0,31.15,24.9,28.03,79.7,2.74,24.2,36.98,98.57,28.15,CAUTION,0,25.48,False,0,0.87,-3.2,0,0,0.246,0.775,0.309,0.383,0.444,0.517,0.558,0.852,0.65,0.578,0.0611,0.1005,0.037,0.0354,0.0541,0.1986,0.3469,0.00374,0.01161,0.01534,0,0,0,0,0,0,0,0,0,0,-0.01534,0.0,0.0,"{""max_temperature_c"": 31.15, ""mean_temperature_c"": 28.03, ""humidity_percent"": 79.7, ""wbgt_c"": 28.15, ""heat_index_c"": 36.98, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-10-12,Karnataka,SYNTHETIC,68000000,11.5,38.5,50.0,0.45,42.0,29.4,20.74,25.07,70.0,3.02,19.22,30.81,87.45,25.29,LOW,0,21.27,False,0,1.04,-6.6,0,0,0.0,0.152,0.596,0.355,0.687,0.548,0.501,0.679,0.55,0.497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00975,0.03097,0.04071,0,0,0,0,0,0,0,0,0,0,-0.04071,0.0,0.0,"{""max_temperature_c"": 29.4, ""mean_temperature_c"": 25.07, ""humidity_percent"": 70.0, ""wbgt_c"": 25.29, ""heat_index_c"": 30.81, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-10-13,Tamil Nadu,SYNTHETIC,77000000,13.0,40.0,47.0,0.36,55.0,31.71,23.6,27.66,80.0,1.89,23.9,37.4,99.33,28.38,CAUTION,0,24.26,False,0,1.93,-0.0,0,0,0.044,0.737,0.594,0.443,0.784,0.487,0.549,0.8,0.6,0.552,0.0785,0.1046,0.0524,0.0851,0.003,0.2355,0.4185,0.01245,0.03394,0.04639,0,0,0,0,0,0,0,0,0,0,-0.04639,0.0,0.0,"{""max_temperature_c"": 31.71, ""mean_temperature_c"": 27.66, ""humidity_percent"": 80.0, ""wbgt_c"": 28.38, ""heat_index_c"": 37.4, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-10-13,Kerala,SYNTHETIC,35800000,17.0,45.0,38.0,0.28,50.0,31.54,26.66,29.1,77.1,2.38,24.68,38.12,100.61,28.7,CAUTION,0,27.3,False,0,1.26,-5.9,0,0,0.55,0.835,0.524,0.425,0.487,0.518,0.604,0.853,0.65,0.582,0.1028,0.0611,0.1005,0.037,0.0498,0.2644,0.3998,0.00455,0.01285,0.0174,0,0,0,0,0,0,0,0,0,0,-0.0174,0.0,0.0,"{""max_temperature_c"": 31.54, ""mean_temperature_c"": 29.1, ""humidity_percent"": 77.1, ""wbgt_c"": 28.7, ""heat_index_c"": 38.12, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-10-13,Karnataka,SYNTHETIC,68000000,11.5,38.5,50.0,0.45,42.0,29.42,21.05,25.24,68.6,1.87,19.06,30.76,87.36,25.26,LOW,0,21.53,False,0,1.08,-8.1,0,0,0.0,0.133,0.694,0.319,0.706,0.547,0.48,0.679,0.55,0.498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01059,0.03195,0.04254,0,0,0,0,0,0,0,0,0,0,-0.04254,0.0,0.0,"{""max_temperature_c"": 29.42, ""mean_temperature_c"": 25.24, ""humidity_percent"": 68.6, ""wbgt_c"": 25.26, ""heat_index_c"": 30.76, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-10-14,Tamil Nadu,SYNTHETIC,77000000,13.0,40.0,47.0,0.36,55.0,31.3,24.7,28.0,77.4,5.94,23.68,36.59,97.86,27.83,LOW,0,25.36,False,0,1.58,-2.8,0,0,0.227,0.71,0.616,0.438,0.788,0.481,0.543,0.8,0.6,0.554,0.0458,0.0785,0.1046,0.0524,0.0174,0.2288,0.4469,0.01228,0.03321,0.04549,0,0,0,0,0,0,0,0,0,0,-0.04549,0.0,0.0,"{""max_temperature_c"": 31.3, ""mean_temperature_c"": 28.0, ""humidity_percent"": 77.4, ""wbgt_c"": 27.83, ""heat_index_c"": 36.59, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-10-14,Kerala,SYNTHETIC,35800000,17.0,45.0,38.0,0.28,50.0,30.77,25.61,28.19,81.7,3.25,24.77,37.11,98.8,28.33,CAUTION,0,26.21,False,0,0.5,-1.3,0,0,0.368,0.846,0.41,0.399,0.464,0.515,0.602,0.852,0.65,0.581,0.0748,0.1028,0.0611,0.1005,0.0289,0.2386,0.4457,0.00409,0.01214,0.01623,0,0,0,0,0,0,0,0,0,0,-0.01623,0.0,0.0,"{""max_temperature_c"": 30.77, ""mean_temperature_c"": 28.19, ""humidity_percent"": 81.7, ""wbgt_c"": 28.33, ""heat_index_c"": 37.11, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-10-14,Karnataka,SYNTHETIC,68000000,11.5,38.5,50.0,0.45,42.0,29.55,22.24,25.89,72.3,1.05,20.52,31.71,89.08,26.11,LOW,0,22.77,False,0,1.22,-4.5,0,0,0.0,0.315,0.738,0.358,0.715,0.543,0.537,0.679,0.55,0.498,0.0028,0.0,0.0,0.0,0.0,0.0028,0.0028,0.01071,0.03173,0.04244,0,0,0,0,0,0,0,0,0,0,-0.04244,0.0,0.0,"{""max_temperature_c"": 29.55, ""mean_temperature_c"": 25.89, ""humidity_percent"": 72.3, ""wbgt_c"": 26.11, ""heat_index_c"": 31.71, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-10-15,Tamil Nadu,SYNTHETIC,77000000,13.0,40.0,47.0,0.36,55.0,30.09,21.61,25.85,75.1,0.91,21.1,32.74,90.93,26.24,LOW,0,22.26,False,0,0.44,-5.3,0,0,0.0,0.388,0.583,0.434,0.782,0.485,0.546,0.799,0.6,0.554,0.0061,0.0458,0.0785,0.1046,0.0365,0.1303,0.4165,0.01156,0.03198,0.04354,0,0,0,0,0,0,0,0,0,0,-0.04354,0.0,0.0,"{""max_temperature_c"": 30.09, ""mean_temperature_c"": 25.85, ""humidity_percent"": 75.1, ""wbgt_c"": 26.24, ""heat_index_c"": 32.74, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-10-15,Kerala,SYNTHETIC,35800000,17.0,45.0,38.0,0.28,50.0,30.16,25.06,27.61,80.7,2.05,23.99,35.32,95.58,27.6,LOW,0,25.69,False,0,-0.11,-2.4,0,0,0.281,0.748,0.466,0.42,0.476,0.515,0.631,0.853,0.65,0.582,0.0401,0.0748,0.1028,0.0611,0.0342,0.2176,0.4516,0.00413,0.01195,0.01608,0,0,0,0,0,0,0,0,0,0,-0.01608,0.0,0.0,"{""max_temperature_c"": 30.16, ""mean_temperature_c"": 27.61, ""humidity_percent"": 80.7, ""wbgt_c"": 27.6, ""heat_index_c"": 35.32, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-10-15,Karnataka,SYNTHETIC,68000000,11.5,38.5,50.0,0.45,42.0,29.64,19.35,24.49,67.4,2.31,18.06,30.5,86.9,25.02,LOW,0,19.91,False,0,1.31,-9.4,0,0,0.0,0.008,0.697,0.377,0.707,0.546,0.501,0.681,0.55,0.497,0.0,0.0028,0.0,0.0,0.0,0.0028,0.0028,0.0105,0.0317,0.0422,0,0,0,0,0,0,0,0,0,0,-0.0422,0.0,0.0,"{""max_temperature_c"": 29.64, ""mean_temperature_c"": 24.49, ""humidity_percent"": 67.4, ""wbgt_c"": 25.02, ""heat_index_c"": 30.5, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-10-16,Tamil Nadu,SYNTHETIC,77000000,13.0,40.0,47.0,0.36,55.0,31.5,24.81,28.16,78.2,2.21,24.01,37.25,99.05,28.19,CAUTION,0,25.49,False,0,1.91,-2.3,0,0,0.248,0.751,0.553,0.449,0.776,0.486,0.539,0.797,0.6,0.557,0.0643,0.0061,0.0458,0.0785,0.0441,0.1161,0.4367,0.01154,0.03248,0.04402,0,0,0,0,0,0,0,0,0,0,-0.04402,0.0,0.0,"{""max_temperature_c"": 31.5, ""mean_temperature_c"": 28.16, ""humidity_percent"": 78.2, ""wbgt_c"": 28.19, ""heat_index_c"": 37.25, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-10-16,Kerala,SYNTHETIC,35800000,17.0,45.0,38.0,0.28,50.0,29.62,23.69,26.66,84.1,2.44,23.75,34.31,93.76,27.23,LOW,0,24.3,False,0,-0.64,1.0,0,0,0.05,0.719,0.435,0.406,0.47,0.513,0.594,0.851,0.65,0.579,0.0306,0.0401,0.0748,0.1028,0.0354,0.1455,0.4468,0.00404,0.01184,0.01587,0,0,0,0,0,0,0,0,0,0,-0.01587,0.0,0.0,"{""max_temperature_c"": 29.62, ""mean_temperature_c"": 26.66, ""humidity_percent"": 84.1, ""wbgt_c"": 27.23, ""heat_index_c"": 34.31, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-10-16,Karnataka,SYNTHETIC,68000000,11.5,38.5,50.0,0.45,42.0,27.83,19.48,23.65,72.4,1.2,18.39,28.85,83.92,24.2,LOW,0,19.94,False,0,-0.5,-4.4,0,0,0.0,0.049,0.719,0.307,0.711,0.55,0.506,0.679,0.55,0.496,0.0,0.0,0.0028,0.0,0.0,0.0028,0.0028,0.01072,0.03206,0.04278,0,0,0,0,0,0,0,0,0,0,-0.04278,0.0,0.0,"{""max_temperature_c"": 27.83, ""mean_temperature_c"": 23.65, ""humidity_percent"": 72.4, ""wbgt_c"": 24.2, ""heat_index_c"": 28.85, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-10-17,Tamil Nadu,SYNTHETIC,77000000,13.0,40.0,47.0,0.36,55.0,31.42,24.33,27.88,82.7,1.82,24.66,37.92,100.26,28.5,CAUTION,0,25.01,False,0,1.89,2.0,0,0,0.168,0.832,0.623,0.452,0.79,0.486,0.538,0.798,0.6,0.552,0.0873,0.0643,0.0061,0.0458,0.0851,0.1577,0.4389,0.01242,0.0336,0.04602,0,0,0,0,0,0,0,0,0,0,-0.04602,0.0,0.0,"{""max_temperature_c"": 31.42, ""mean_temperature_c"": 27.88, ""humidity_percent"": 82.7, ""wbgt_c"": 28.5, ""heat_index_c"": 37.92, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-10-17,Kerala,SYNTHETIC,35800000,17.0,45.0,38.0,0.28,50.0,29.65,22.26,25.96,76.9,1.68,21.59,32.55,90.59,26.45,LOW,0,22.87,False,0,-0.61,-6.2,0,0,0.0,0.449,0.434,0.403,0.469,0.514,0.625,0.849,0.65,0.575,0.0112,0.0306,0.0401,0.0748,0.037,0.082,0.4211,0.00394,0.01164,0.01558,0,0,0,0,0,0,0,0,0,0,-0.01558,0.0,0.0,"{""max_temperature_c"": 29.65, ""mean_temperature_c"": 25.96, ""humidity_percent"": 76.9, ""wbgt_c"": 26.45, ""heat_index_c"": 32.55, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-10-17,Karnataka,SYNTHETIC,68000000,11.5,38.5,50.0,0.45,42.0,28.69,20.2,24.44,64.8,2.44,17.4,29.32,84.78,24.19,LOW,0,20.72,False,0,0.38,-12.0,0,0,0.0,0.0,0.707,0.35,0.709,0.554,0.475,0.68,0.55,0.495,0.0,0.0,0.0,0.0028,0.0,0.0,0.0028,0.01078,0.03237,0.04315,0,0,0,0,0,0,0,0,0,0,-0.04315,0.0,0.0,"{""max_temperature_c"": 28.69, ""mean_temperature_c"": 24.44, ""humidity_percent"": 64.8, ""wbgt_c"": 24.19, ""heat_index_c"": 29.32, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-10-18,Tamil Nadu,SYNTHETIC,77000000,13.0,40.0,47.0,0.36,55.0,31.32,24.68,28.0,78.7,1.71,23.95,36.92,98.46,28.41,CAUTION,0,25.34,False,0,1.85,-2.1,0,0,0.223,0.743,0.527,0.437,0.77,0.484,0.558,0.798,0.6,0.551,0.0805,0.0873,0.0643,0.0061,0.0524,0.232,0.4669,0.01134,0.03213,0.04348,0,0,0,0,0,0,0,0,0,0,-0.04348,0.0,0.0,"{""max_temperature_c"": 31.32, ""mean_temperature_c"": 28.0, ""humidity_percent"": 78.7, ""wbgt_c"": 28.41, ""heat_index_c"": 36.92, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-10-18,Kerala,SYNTHETIC,35800000,17.0,45.0,38.0,0.28,50.0,30.06,24.86,27.46,77.4,3.37,23.16,34.38,93.88,27.2,LOW,0,25.49,False,0,-0.19,-5.7,0,0,0.248,0.645,0.4,0.421,0.462,0.515,0.608,0.848,0.65,0.575,0.0299,0.0112,0.0306,0.0401,0.1005,0.0718,0.3505,0.00391,0.01177,0.01568,0,0,0,0,0,0,0,0,0,0,-0.01568,0.0,0.0,"{""max_temperature_c"": 30.06, ""mean_temperature_c"": 27.46, ""humidity_percent"": 77.4, ""wbgt_c"": 27.2, ""heat_index_c"": 34.38, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-10-18,Karnataka,SYNTHETIC,68000000,11.5,38.5,50.0,0.45,42.0,28.04,17.22,22.63,68.9,1.34,16.63,28.49,83.28,23.54,LOW,0,17.79,False,0,-0.27,-8.0,0,0,0.0,0.0,0.691,0.379,0.706,0.559,0.477,0.682,0.55,0.492,0.0,0.0,0.0,0.0,0.0,0.0,0.0028,0.01072,0.03251,0.04324,0,0,0,0,0,0,0,0,0,0,-0.04324,0.0,0.0,"{""max_temperature_c"": 28.04, ""mean_temperature_c"": 22.63, ""humidity_percent"": 68.9, ""wbgt_c"": 23.54, ""heat_index_c"": 28.49, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
